,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
33229,19657,1.17,Ideal,H,IF,61.0,53.0,6.89,6.85,4.19,8266
16495,52007,0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,2444
7132,35663,0.41,Premium,F,SI2,60.3,58.0,4.86,4.82,2.92,907
9391,46862,0.53,Ideal,G,VS1,61.8,55.0,5.22,5.17,3.21,1813
17816,37075,0.41,Premium,F,SI1,61.8,58.0,4.76,4.75,2.94,969
33199,21217,1.23,Premium,E,VS2,58.9,59.0,7.05,6.98,4.13,9361
36302,17197,1.21,Good,H,VS1,59.5,65.0,6.88,6.84,4.08,6871
41907,32154,0.28,Ideal,F,VVS2,62.2,53.0,4.22,4.23,2.63,787
33726,25881,2.06,Premium,I,SI2,60.1,58.0,8.32,8.26,4.98,14982
33573,33547,0.35,Premium,D,VS2,59.7,58.0,4.57,4.61,2.74,829
38718,22357,0.31,Ideal,H,VS2,62.2,55.0,4.37,4.35,2.71,628
26449,45147,0.5,Premium,F,VS2,61.9,56.0,5.13,5.08,3.16,1654
20135,11862,1.03,Premium,H,SI1,59.2,60.0,6.62,6.58,3.91,5105
12712,7768,0.91,Good,G,VS1,63.2,58.0,6.07,6.15,3.86,4284
14233,31901,0.3,Good,G,VS1,63.6,55.0,4.31,4.27,2.73,776
34822,4598,1.02,Good,H,SI2,64.0,57.0,6.41,6.37,4.09,3656
26163,49505,0.61,Good,F,VS1,60.6,60.3,5.46,5.51,3.32,2120
31164,13751,1.27,Ideal,J,VS2,61.6,56.1,6.94,7.0,4.29,5606
41962,23325,1.7,Premium,I,VS2,60.5,61.0,7.68,7.65,4.64,11369
25026,8301,0.91,Ideal,H,SI1,61.9,56.0,6.17,6.21,3.83,4386
41839,47882,0.6,Very Good,G,VS1,61.6,56.0,5.4,5.44,3.34,1912
34933,24833,2.02,Ideal,I,SI2,61.7,57.0,8.12,8.05,4.99,13229
32655,15928,1.1,Very Good,G,VS2,61.9,57.0,6.59,6.65,4.1,6369
7743,31789,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,773
13595,45656,0.25,Very Good,E,VVS1,60.1,57.0,4.08,4.11,2.46,526
15002,19687,0.3,Ideal,G,VS1,61.8,56.0,4.31,4.33,2.67,624
13625,21880,1.5,Premium,G,SI1,62.9,55.0,7.28,7.24,4.57,9954
3425,16403,1.28,Ideal,G,SI2,61.1,58.0,6.98,7.03,4.28,6548
13066,45357,0.67,Good,D,SI2,64.7,55.0,5.5,5.54,3.57,1664
27287,27521,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,18252
37176,44476,0.51,Ideal,G,VS1,61.3,55.7,5.15,5.18,3.16,1595
16875,22262,1.04,Premium,D,VVS2,60.8,58.0,6.53,6.49,3.96,10314
41441,24574,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,12872
11206,48416,0.61,Very Good,F,VS2,62.9,58.0,5.33,5.39,3.37,1971
13674,17747,1.12,Ideal,D,SI1,61.2,58.0,6.65,6.68,4.08,7145
39196,30386,0.33,Ideal,G,VVS2,61.6,54.0,4.44,4.49,2.75,730
10779,28723,0.31,Premium,E,VS2,62.6,58.0,4.29,4.33,2.7,680
30806,14340,1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,5806
27539,8722,0.31,Good,I,VS1,63.9,55.0,4.3,4.28,2.74,586
42928,27728,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,18757
4543,47059,0.59,Ideal,D,SI1,61.2,56.0,5.43,5.38,3.31,1821
39765,23172,1.51,Premium,H,VS2,61.2,58.0,7.4,7.36,4.52,11188
7568,44192,0.51,Very Good,D,SI1,62.3,57.0,5.08,5.13,3.18,1569
17995,15425,1.04,Ideal,G,VS2,62.6,55.0,6.45,6.49,4.05,6177
17581,2250,1.03,Premium,J,SI2,62.2,59.0,6.42,6.4,3.99,3149
23637,39783,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1094
32623,16182,1.25,Ideal,E,SI1,61.1,57.0,6.93,6.89,4.22,6468
21503,51204,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,2351
29578,13587,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5558
4155,30648,0.4,Ideal,I,VS1,61.2,56.0,4.76,4.82,2.93,736
37039,44301,0.53,Very Good,F,VS2,63.2,58.0,5.13,5.16,3.25,1578
8249,39276,0.34,Ideal,H,SI1,60.7,56.0,4.52,4.58,2.76,490
25004,4441,0.9,Premium,J,VVS1,62.0,58.0,6.19,6.11,3.81,3617
36197,17065,0.32,Very Good,G,SI1,63.5,56.0,4.38,4.35,2.77,612
1707,20190,1.51,Very Good,G,SI2,62.8,56.0,7.22,7.3,4.56,8637
7427,7537,1.04,Very Good,F,SI2,62.8,55.0,6.41,6.48,4.05,4244
13471,53607,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,2702
42208,51984,0.25,Very Good,F,VVS2,63.0,57.0,3.98,4.08,2.54,548
5625,28961,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,435
8256,41538,0.42,Ideal,D,VS1,61.5,54.0,4.84,4.79,2.96,1235
19265,24707,0.38,Ideal,G,SI1,60.2,57.0,4.72,4.77,2.85,639
11011,10551,1.01,Very Good,F,SI1,62.7,56.0,6.37,6.39,4.0,4812
9058,10797,1.0,Ideal,G,SI2,62.3,56.0,6.46,6.44,3.96,4861
34102,49909,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181
41882,16478,1.08,Ideal,G,VS2,61.3,56.0,6.59,6.62,4.05,6586
30997,46373,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,1761
18700,39035,0.37,Ideal,G,IF,62.1,55.0,4.6,4.64,2.87,1056
233,49059,0.7,Very Good,G,SI2,62.6,56.0,5.65,5.69,3.55,2058
19119,22413,2.63,Very Good,J,I1,62.3,61.0,8.76,8.81,5.47,10437
3617,12414,1.06,Premium,H,VS1,60.0,58.0,6.65,6.61,3.98,5236
13729,14920,1.5,Fair,J,SI1,64.9,58.0,7.09,7.03,4.58,6006
36410,47394,0.52,Ideal,H,VVS1,61.7,55.0,5.2,5.17,3.2,1847
42170,37545,0.38,Ideal,F,VS1,61.5,55.0,4.68,4.69,2.88,988
4265,13310,1.01,Very Good,G,SI1,62.9,58.0,6.35,6.4,4.01,5497
15822,19777,1.02,Ideal,D,VS1,62.6,57.0,6.4,6.44,4.02,8347
35266,22223,1.54,Very Good,H,SI1,62.2,58.0,7.32,7.45,4.59,10279
28223,43835,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
37577,52164,0.76,Ideal,I,SI1,62.3,57.0,5.81,5.87,3.64,2474
27841,42260,0.49,Good,F,VS1,58.5,61.5,5.18,5.21,3.04,1294
29466,1753,0.72,Very Good,G,VVS2,60.4,58.0,5.77,5.82,3.5,3043
15277,41726,0.41,Ideal,E,VVS2,60.0,57.0,4.85,4.81,2.9,1243
28260,18288,1.01,Ideal,E,VS1,61.6,57.0,6.41,6.45,3.96,7430
15570,27156,1.69,Good,E,VS1,63.8,56.0,7.51,7.57,4.81,17400
24584,17916,1.2,Ideal,H,VS2,62.4,56.6,6.74,6.8,4.22,7235
24799,24265,1.83,Premium,E,SI2,62.0,57.0,7.89,7.81,4.87,12492
9349,2653,0.71,Ideal,D,VS2,61.4,56.0,5.74,5.79,3.54,3234
8420,14454,1.0,Fair,F,VS1,65.3,56.0,6.28,6.25,4.09,5833
38036,19071,1.39,Premium,G,SI1,61.3,59.0,7.15,7.24,4.41,7848
23656,35606,0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907
27917,33716,0.33,Ideal,H,IF,62.1,54.0,4.44,4.48,2.77,838
624,3568,0.7,Ideal,D,VS1,61.7,57.0,5.71,5.74,3.53,3419
27165,23507,1.52,Premium,H,VS1,61.4,58.0,7.3,7.44,4.55,11516
41472,28687,0.4,Good,F,SI1,63.6,59.0,4.64,4.67,2.96,678
33294,13894,1.02,Ideal,E,SI1,62.2,57.0,6.45,6.41,4.0,5655
6491,37813,0.7,Fair,G,I1,66.9,55.0,5.6,5.52,3.72,1001
2322,39057,0.57,Premium,E,SI2,62.5,54.0,5.35,5.3,3.33,1058
41671,43861,0.5,Ideal,G,VS2,62.0,56.0,5.08,5.11,3.16,1449
41172,48290,0.53,Premium,H,IF,62.5,59.0,5.15,5.18,3.23,1957
15537,804,0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2863
22681,24719,0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
2990,7827,0.9,Very Good,G,VS1,62.4,58.0,6.14,6.16,3.84,4297
35471,42919,0.53,Ideal,F,SI1,62.9,57.0,5.18,5.15,3.25,1363
3434,35580,0.35,Premium,F,VS2,62.1,60.0,4.51,4.45,2.78,906
18553,33412,0.32,Good,F,VS2,63.6,57.0,4.37,4.34,2.77,828
15559,31640,0.25,Very Good,H,VVS1,60.1,62.0,4.08,4.11,2.46,450
10827,8119,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4352
28492,1617,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013
3581,45339,0.57,Ideal,G,SI1,62.0,55.0,5.35,5.32,3.31,1662
40399,34171,0.33,Ideal,G,VS1,61.8,56.0,4.45,4.42,2.74,854
41293,2808,0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
19519,12164,1.13,Premium,E,SI1,60.8,58.0,6.77,6.71,4.1,5179
25877,19435,1.55,Ideal,J,VS2,61.7,55.0,7.38,7.43,4.58,8088
10063,48164,0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
24759,422,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2812
28587,36672,0.5,Fair,J,VS1,66.8,57.0,4.89,4.84,3.25,949
40506,37174,0.32,Ideal,D,VS2,61.6,56.0,4.4,4.37,2.7,972
839,42984,0.41,Ideal,E,VVS1,61.3,55.0,4.76,4.8,2.93,1367
37735,47574,0.51,Ideal,G,VVS2,61.2,55.0,5.15,5.18,3.16,1875
23162,12822,1.02,Premium,G,VS2,61.5,59.0,6.45,6.4,3.95,5346
14354,26359,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,645
16426,19425,1.0,Very Good,D,VS1,60.5,59.0,6.43,6.46,3.9,8077
8745,45985,0.3,Very Good,H,VS1,62.9,56.0,4.22,4.27,2.67,526
20076,19314,1.61,Premium,F,SI1,62.9,59.0,7.5,7.43,4.69,8024
42827,5539,0.91,Fair,D,SI1,64.4,60.0,6.08,6.04,3.9,3855
22795,34803,0.31,Ideal,D,VS1,61.8,55.0,4.36,4.34,2.69,877
22251,34030,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,850
12524,7022,1.36,Fair,J,SI2,67.8,55.0,6.73,6.66,4.54,4158
22214,28664,0.31,Ideal,G,VVS2,62.1,54.0,4.37,4.39,2.72,677
28893,47672,0.51,Ideal,D,VS2,61.9,56.0,5.14,5.11,3.17,1882
38073,35062,0.3,Ideal,D,VS1,61.1,57.0,4.34,4.37,2.66,885
36934,20674,1.02,Ideal,G,IF,62.3,57.0,6.43,6.5,4.03,8955
27481,8816,1.16,Premium,F,SI2,61.9,59.0,6.71,6.66,4.14,4476
32594,9304,1.07,Premium,F,SI2,62.4,57.0,6.58,6.53,4.09,4573
31565,37180,0.32,Ideal,D,VS2,61.9,57.0,4.39,4.37,2.71,972
41179,7424,0.92,Very Good,H,VS1,62.9,58.0,6.17,6.2,3.89,4228
465,37730,0.53,Very Good,J,VS2,62.7,56.0,5.15,5.18,3.24,996
10098,29761,0.35,Premium,I,VS1,61.1,60.0,4.58,4.52,2.78,709
37607,38847,0.4,Ideal,I,IF,62.4,56.0,4.73,4.7,2.94,1050
8161,6198,1.01,Very Good,I,SI2,63.7,57.0,6.32,6.36,4.04,3998
22633,17968,1.22,Premium,E,SI1,62.6,58.0,6.78,6.8,4.25,7262
38050,37004,0.3,Ideal,D,VVS2,62.9,56.0,4.29,4.27,2.69,965
4647,33483,0.32,Premium,F,VS2,61.1,58.0,4.42,4.39,2.69,828
27391,38065,0.3,Premium,E,VVS2,61.9,59.0,4.32,4.27,2.66,1013
15806,36747,0.33,Ideal,F,VVS1,61.9,56.0,4.42,4.47,2.75,955
29346,9492,1.05,Good,H,SI1,63.1,60.0,6.42,6.49,4.07,4608
41376,7657,1.1,Premium,I,SI2,62.6,59.0,6.57,6.53,4.1,4269
21006,15164,1.31,Premium,H,VS2,59.6,58.0,7.14,7.08,4.24,6095
30067,18677,1.06,Ideal,F,VS2,61.1,56.5,6.57,6.6,4.03,7637
31103,23767,1.53,Premium,F,SI1,58.5,59.0,7.62,7.55,4.44,11820
4630,12895,1.2,Very Good,D,SI2,63.1,57.0,6.68,6.75,4.24,5373
13256,37938,0.3,Ideal,H,VS2,61.9,54.6,4.27,4.33,2.67,486
13022,915,0.71,Premium,F,VS1,62.7,58.0,5.71,5.67,3.57,2879
748,14487,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,5851
30377,31749,0.4,Ideal,D,SI1,59.6,57.0,4.77,4.82,2.86,772
8504,25089,2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19,13615
22531,18561,1.21,Very Good,G,VS2,62.3,58.0,6.76,6.8,4.22,7568
9523,33791,0.32,Premium,E,VVS2,61.1,58.0,4.42,4.45,2.71,842
19827,7153,1.0,Very Good,E,SI2,63.7,60.0,6.24,6.32,4.0,4181
10944,15011,1.51,Good,I,SI1,63.8,57.0,7.21,7.18,4.59,6046
23370,52885,0.7,Good,D,SI2,58.2,63.0,5.78,5.83,3.38,2583
38248,8252,0.93,Good,G,SI1,63.8,58.0,6.14,6.09,3.9,4375
23272,51063,0.64,Very Good,D,VS2,58.6,59.0,5.7,5.74,3.35,2332
37225,18395,1.51,Good,J,VS2,59.5,61.0,7.45,7.62,4.48,7476
18270,32630,0.23,Good,E,VVS1,60.6,65.0,3.95,3.97,2.4,458
16735,24172,1.6,Premium,F,SI1,60.5,58.0,7.62,7.53,4.58,12343
12325,28959,0.31,Very Good,I,VS2,60.8,60.0,4.37,4.42,2.67,435
21920,16697,0.32,Premium,J,VS1,61.9,58.0,4.33,4.39,2.7,421
17770,5118,1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9,3761
2746,33865,0.3,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,844
7122,6813,1.01,Very Good,E,SI2,63.1,61.0,6.34,6.27,3.98,4118
20924,35154,0.4,Ideal,F,VS1,62.0,56.0,4.73,4.75,2.94,890
20197,21931,1.25,Ideal,F,VS2,61.6,55.0,6.93,6.96,4.28,10006
38869,47658,0.23,Very Good,E,VVS2,60.9,60.0,3.96,3.99,2.42,530
13375,30870,0.33,Ideal,G,VS2,62.6,56.0,4.41,4.38,2.75,743
7706,40268,0.33,Very Good,G,SI1,61.1,59.0,4.42,4.45,2.71,492
30244,10336,1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,4766
15124,3920,0.56,Ideal,D,VVS1,61.9,56.0,5.32,5.28,3.28,3496
38618,16998,1.01,Premium,G,VS1,60.3,58.0,6.56,6.5,3.94,6787
14285,42182,0.56,Very Good,H,SI1,63.2,57.0,5.27,5.23,3.32,1286
9693,7794,1.04,Very Good,I,SI1,62.0,57.0,6.47,6.5,4.02,4290
2110,732,0.31,Ideal,I,VVS1,62.3,54.0,4.37,4.4,2.73,557
39148,27810,0.3,Ideal,H,VVS1,61.1,56.0,4.33,4.37,2.66,650
3396,21356,1.02,Ideal,D,VS2,61.5,56.0,6.46,6.49,3.99,9502
33137,25179,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13764
14802,11822,1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
43113,11394,0.3,Very Good,I,VVS2,63.0,57.0,4.24,4.27,2.68,596
41213,44569,0.57,Premium,J,VS1,62.2,58.0,5.34,5.3,3.31,1606
20232,41651,0.4,Ideal,E,VVS2,62.1,56.0,4.73,4.7,2.93,1238
41968,43925,0.26,Ideal,G,VVS2,62.7,53.0,4.09,4.11,2.57,514
5751,7105,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,4167
39265,9714,0.35,Ideal,I,VVS2,62.4,54.0,4.51,4.53,2.82,590
37196,6837,1.01,Premium,F,SI2,60.6,60.0,6.46,6.5,3.93,4121
5152,52482,0.73,Premium,H,VS2,61.0,58.0,5.84,5.76,3.54,2519
3541,50476,0.71,Ideal,I,VS1,62.0,58.0,5.75,5.72,3.55,2266
20814,37998,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,1008
8570,6814,1.01,Fair,E,SI2,64.7,55.0,6.37,6.3,4.1,4118
29560,9395,1.03,Ideal,F,SI2,60.5,58.0,6.55,6.49,3.94,4586
11257,22345,1.7,Premium,I,VS2,61.9,56.0,7.55,7.5,4.66,10396
11264,1060,0.31,Premium,I,VS2,62.3,57.0,4.35,4.32,2.7,558
22466,22327,1.26,Ideal,G,VS1,62.2,54.0,6.89,6.98,4.31,10371
1121,49235,0.62,Fair,F,VS1,60.0,64.0,5.69,5.48,3.36,2083
853,32516,0.4,Good,D,SI2,63.9,53.0,4.71,4.68,3.0,798
19011,20675,1.01,Good,F,VVS2,61.1,65.0,6.38,6.42,3.91,8956
15214,52556,0.7,Premium,G,VS1,62.8,57.0,5.67,5.64,3.55,2535
41404,24262,2.02,Ideal,H,SI2,62.1,56.0,8.13,8.09,5.04,12485
15044,9644,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,4641
2644,42837,0.41,Premium,F,VVS1,62.1,56.0,4.79,4.78,2.97,1356
21588,31809,0.43,Very Good,D,SI1,61.0,57.0,4.85,4.88,2.97,774
23066,53396,0.72,Premium,E,SI1,61.3,58.0,5.81,5.78,3.55,2666
9389,24428,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
17757,5405,1.01,Premium,I,SI2,61.7,60.0,6.4,6.34,3.93,3818
37217,29631,0.23,Very Good,E,VS1,61.3,56.0,3.96,3.98,2.43,442
33280,41152,0.49,Very Good,G,VS2,60.1,56.0,5.13,5.15,3.09,1198
22549,34282,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,468
26379,44981,0.31,Premium,G,SI2,61.8,59.0,4.34,4.3,2.67,523
25910,29394,0.31,Good,E,SI1,63.6,57.0,4.3,4.28,2.73,698
6204,39461,0.53,Ideal,F,SI2,62.4,54.0,5.19,5.22,3.25,1078
4563,22138,1.2,Very Good,F,VVS2,63.8,58.0,6.67,6.69,4.26,10173
2182,33797,0.32,Ideal,G,VVS1,61.4,55.0,4.42,4.44,2.72,842
38465,4946,1.01,Ideal,F,SI2,62.4,56.0,6.44,6.38,4.0,3733
2338,8374,0.31,Premium,F,VS2,59.4,58.0,4.37,4.45,2.62,583
35652,47665,0.34,Ideal,G,SI1,61.9,55.5,4.49,4.54,2.79,531
6847,52484,0.82,Ideal,I,VS1,62.3,57.0,5.98,6.02,3.74,2522
41471,13737,0.32,Ideal,F,SI1,60.6,57.0,4.45,4.49,2.71,604
32852,20431,1.04,Very Good,F,VVS2,62.5,58.0,6.37,6.46,4.01,8785
7718,48194,0.7,Fair,F,SI2,64.6,57.0,5.6,5.57,3.61,1947
39726,33866,0.3,Ideal,E,VS2,61.6,55.0,4.33,4.31,2.66,844
29043,23437,1.23,Premium,F,VVS2,61.6,59.0,6.8,6.9,4.22,11430
23774,26188,2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86,15540
26982,15752,1.5,Very Good,E,SI2,63.5,60.0,7.19,7.12,4.54,6300
31277,33971,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,846
3455,237,0.76,Ideal,I,VVS2,61.8,56.0,5.85,5.87,3.62,2788
42432,23322,1.58,Ideal,H,VS2,62.7,56.0,7.44,7.39,4.65,11365
10835,37515,0.44,Very Good,H,VVS1,61.0,59.0,4.87,4.9,2.98,986
13738,19767,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,8334
17407,27903,0.41,Very Good,G,SI2,59.9,60.0,4.82,4.86,2.9,656
9997,32989,0.38,Premium,D,SI2,62.1,55.0,4.65,4.62,2.88,812
31783,27457,1.07,Very Good,D,IF,60.9,58.0,6.57,6.67,4.03,18114
16030,42784,0.54,Premium,F,SI1,63.0,57.0,5.23,5.18,3.28,1349
231,50162,0.71,Very Good,I,SI1,62.6,59.0,5.67,5.7,3.56,2218
12364,42380,0.71,Premium,J,SI2,61.8,54.0,5.74,5.7,3.53,1305
35705,32016,0.42,Premium,E,SI2,61.8,61.0,4.84,4.8,2.98,778
17759,24448,1.51,Good,D,VS2,59.8,65.0,7.36,7.43,4.42,12709
21345,27186,2.18,Premium,H,SI2,59.1,60.0,8.49,8.45,5.01,17473
39953,36768,0.34,Ideal,E,VS2,62.1,54.0,4.52,4.5,2.8,956
1557,43214,0.51,Ideal,H,VS2,62.9,57.0,5.07,5.1,3.2,1397
3979,31293,0.32,Ideal,E,VS1,61.6,57.0,4.35,4.39,2.69,758
6282,21798,1.13,Ideal,G,VVS1,59.6,57.0,6.89,6.81,4.08,9872
27375,19054,1.38,Very Good,H,SI1,63.2,56.0,7.08,7.03,4.46,7836
36760,19053,1.59,Premium,J,SI1,62.5,60.0,7.46,7.42,4.65,7836
8568,32133,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
20275,42878,0.53,Very Good,F,SI1,61.6,57.0,5.16,5.23,3.2,1359
39070,16566,1.01,Premium,G,VS1,62.6,59.0,6.43,6.38,4.01,6618
5756,36908,0.42,Ideal,I,IF,62.1,54.0,4.82,4.84,3.0,961
37996,4234,0.9,Good,G,SI1,63.9,60.0,6.07,6.1,3.89,3574
37282,46040,0.57,Good,H,VS1,63.7,51.0,5.36,5.29,3.39,1728
18957,21467,1.22,Ideal,F,VS2,60.7,57.0,6.89,6.94,4.2,9568
7625,15553,1.34,Very Good,J,VS1,61.7,59.0,7.03,7.14,4.37,6237
27562,50374,0.7,Very Good,F,VS2,61.1,62.0,5.64,5.69,3.46,2250
40816,51820,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,2420
10843,16936,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6762
14791,47946,0.71,Very Good,J,SI1,63.5,58.0,5.63,5.67,3.59,1917
42216,52329,0.75,Premium,H,VS2,59.1,58.0,5.93,6.02,3.53,2496
33100,17615,1.01,Very Good,E,VS2,60.4,60.0,6.47,6.44,3.9,7094
31885,35476,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,902
39644,5075,1.01,Premium,G,SI2,62.9,57.0,6.39,6.33,4.0,3750
18956,34969,0.23,Very Good,E,VVS1,61.4,60.0,3.95,3.97,2.43,472
2331,47912,0.56,Ideal,F,VS1,61.7,56.0,5.28,5.32,3.27,1915
31858,29455,0.32,Ideal,E,VS2,60.8,55.0,4.42,4.49,2.71,702
26273,25333,1.2,Ideal,D,VVS2,62.7,54.0,6.8,6.82,4.27,14033
17708,25674,2.01,Good,I,SI1,59.4,63.0,8.18,8.26,4.88,14597
1162,22962,1.41,Very Good,F,VS1,63.4,63.0,7.13,6.97,4.47,11010
39926,29055,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,687
11570,13381,0.3,Ideal,F,VS2,62.3,53.5,4.27,4.32,2.68,601
24181,1461,0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52,2980
41499,25510,1.72,Premium,F,SI1,62.4,60.0,7.67,7.62,4.77,14300
14421,29220,0.34,Ideal,I,IF,61.3,55.0,4.52,4.55,2.78,695
36274,21650,1.2,Ideal,G,VVS1,61.2,56.0,6.89,6.86,4.21,9744
32360,47619,0.55,Premium,G,VS1,62.0,57.0,5.3,5.25,3.27,1881
18997,46111,0.53,Ideal,H,VVS1,61.6,54.0,5.2,5.25,3.22,1743
23905,32228,0.31,Ideal,G,VVS1,62.0,55.0,4.34,4.37,2.7,789
10700,12135,1.01,Very Good,H,SI1,63.0,57.0,6.34,6.36,4.0,5172
36120,18982,1.57,Very Good,J,VS2,62.6,60.0,7.34,7.41,4.62,7813
30246,34928,0.32,Good,J,SI1,63.2,56.0,4.31,4.36,2.74,374
16812,33859,0.3,Ideal,E,VS2,61.0,56.0,4.36,4.33,2.65,844
28002,50346,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,2245
27574,9711,0.26,Very Good,F,SI1,59.6,55.0,4.18,4.24,2.51,590
17406,35648,0.31,Ideal,G,VVS2,61.8,56.0,4.36,4.31,2.68,907
625,16785,2.01,Good,F,I1,64.0,56.0,7.93,7.91,5.07,6686
30736,3065,0.73,Premium,E,VS1,61.2,58.0,5.83,5.77,3.55,3311
21028,52659,0.71,Premium,H,VS2,62.1,58.5,5.68,5.73,3.55,2549
33155,38688,0.37,Ideal,E,VS2,61.2,57.0,4.64,4.58,2.82,1041
1864,41504,0.43,Premium,D,VS2,60.0,59.0,4.93,4.91,2.95,1234
9790,5859,0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,3921
13131,17103,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,6819
11558,50023,0.51,Ideal,G,VVS2,61.8,56.0,5.11,5.15,3.16,2197
35848,40277,0.31,Ideal,G,SI1,62.1,54.0,4.34,4.36,2.7,493
28638,30755,0.25,Ideal,E,VVS2,61.6,57.0,4.1,4.08,2.52,740
5697,4786,1.2,Very Good,H,I1,58.6,57.0,6.96,7.01,4.09,3696
20640,52979,0.3,Ideal,D,SI1,61.0,56.0,4.3,4.33,2.63,552
13316,38135,0.3,Very Good,G,VVS1,63.3,55.0,4.3,4.26,2.71,1013
34469,30962,0.36,Ideal,G,VS1,61.3,56.0,4.6,4.64,2.83,746
314,42311,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
16502,25012,1.55,Ideal,H,IF,61.4,57.0,7.47,7.42,4.57,13544
31579,42218,0.42,Ideal,G,IF,62.3,54.0,4.82,4.85,3.01,1289
11890,7675,1.02,Premium,G,SI1,61.4,55.0,6.51,6.48,3.99,4273
11028,5300,1.01,Ideal,J,SI2,61.6,55.0,6.5,6.45,3.99,3801
17501,2703,0.31,Ideal,G,VS2,61.1,57.0,4.37,4.4,2.68,562
40308,47684,0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21,1882
14006,51287,0.71,Ideal,H,SI2,62.2,55.0,5.72,5.7,3.55,2360
24929,21661,1.23,Ideal,F,VS2,61.9,57.0,6.86,6.9,4.26,9759
12788,39305,0.38,Ideal,H,VVS1,60.7,56.0,4.75,4.74,2.88,1069
37301,32299,0.34,Ideal,E,SI2,61.4,55.0,4.5,4.52,2.77,454
34549,30492,0.31,Premium,D,SI1,61.4,58.0,4.39,4.34,2.68,732
43081,52995,0.73,Ideal,I,VS1,61.6,55.0,5.77,5.79,3.56,2596
22950,10841,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
20253,31291,0.32,Ideal,D,VS2,61.0,56.0,4.42,4.46,2.71,758
19138,44310,0.33,Premium,H,SI2,61.2,57.0,4.49,4.43,2.73,520
16190,28136,0.36,Ideal,G,VS2,60.6,56.0,4.62,4.67,2.81,664
10075,50807,0.87,Ideal,H,SI2,63.0,57.0,6.07,6.02,3.81,2307
24449,34456,0.36,Very Good,H,IF,61.6,56.0,4.57,4.62,2.83,865
23242,51721,0.77,Ideal,F,SI2,61.7,56.0,5.91,5.96,3.66,2401
